"","RESPONDENT_RACE","PARTNER_RACE","respondent_education","partner_education","PPPARTYID3","Q12"
"1986","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"1987","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"1988","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(3) democrat","(3) independent"
"1989","(5) NH Other","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"1990","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"1991","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"1992","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"1993","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(3) independent"
"1994","(2) NH black","(2) NH black","Advanced degree","Advanced degree","(3) democrat","(2) democrat"
"1995","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"1996","(4) NH Asian Pac Islander","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"1997","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"1998","(4) NH Asian Pac Islander","(4) NH Asian Pac Islander","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"1999","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"2000","(1) NH white","(1) NH white","Advanced degree","Bachelors","(3) democrat","(1) republican"
"2001","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2002","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(1) republican","(3) independent"
"2003","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(1) republican"
"2004","(6) Hispanic","(1) NH white","Bachelors","Bachelors","(3) democrat","(2) democrat"
"2005","(1) NH white","(1) NH white","Advanced degree","Bachelors","(1) republican","(1) republican"
"2006","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(1) republican","(1) republican"
"2007","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2008","(4) NH Asian Pac Islander","(1) NH white","Advanced degree","Bachelors","(1) republican","(1) republican"
"2009","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2010","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"2011","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2012","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2013","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(1) republican"
"2014","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(1) republican"
"2015","(1) NH white","(1) NH white","Advanced degree","Bachelors","(3) democrat","(2) democrat"
"2016","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(1) republican"
"2017","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(2) other","(5) no preference"
"2018","(4) NH Asian Pac Islander","(1) NH white","Advanced degree","Bachelors","(1) republican","(1) republican"
"2019","(6) Hispanic","(6) Hispanic","Less than Bachelors","Bachelors","(1) republican","(2) democrat"
"2020","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2021","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2022","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"2023","(6) Hispanic","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"2024","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2025","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(1) republican"
"2026","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2027","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2028","(2) NH black","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2029","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2030","(2) NH black","(2) NH black","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"2031","(6) Hispanic","(1) NH white","Bachelors","Bachelors","(3) democrat","(3) independent"
"2032","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"2033","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2034","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"2035","(1) NH white","(6) Hispanic","Less than Bachelors","Advanced degree","(3) democrat","(2) democrat"
"2036","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2037","(2) NH black","(2) NH black","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2038","(1) NH white","(2) NH black","Bachelors","Bachelors","(3) democrat","(2) democrat"
"2039","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2040","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"2041","(1) NH white","(1) NH white","Bachelors","Advanced degree","(1) republican","(1) republican"
"2042","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(3) independent"
"2043","(2) NH black","(2) NH black","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"2044","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(1) republican"
"2045","(2) NH black","(1) NH white","Bachelors","Advanced degree","(1) republican","(3) independent"
"2046","(2) NH black","(2) NH black","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2047","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2048","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2049","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2050","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2051","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(2) other","(5) no preference"
"2052","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(1) republican"
"2053","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2054","(1) NH white","(5) NH Other","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2055","(6) Hispanic","(1) NH white","Advanced degree","Bachelors","(1) republican","(1) republican"
"2056","(6) Hispanic","(1) NH white","Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2057","(6) Hispanic","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(2) democrat"
"2058","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"2059","(1) NH white","(1) NH white","Bachelors","Bachelors","(1) republican","(1) republican"
"2060","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2061","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(1) republican","(2) democrat"
"2062","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"2063","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(3) independent"
"2064","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(2) other","(5) no preference"
"2065","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2066","(1) NH white","(5) NH Other","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2067","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2068","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2069","(1) NH white","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2070","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2071","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(5) no preference"
"2072","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"2073","(1) NH white","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2074","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2075","(1) NH white","(1) NH white","Bachelors","Bachelors","(1) republican","(3) independent"
"2076","(1) NH white","(6) Hispanic","Advanced degree","Less than Bachelors","(3) democrat","(1) republican"
"2077","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(5) no preference"
"2078","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2079","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2080","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(5) no preference"
"2081","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2082","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(1) republican"
"2083","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2084","(1) NH white","(1) NH white","Advanced degree","Bachelors","(3) democrat","(2) democrat"
"2085","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(3) democrat","(2) democrat"
"2086","(2) NH black","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"2087","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(1) republican"
"2088","(1) NH white","(2) NH black","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2089","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"2090","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2091","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2092","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(4) another party, please specify"
"2093","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(3) independent"
"2094","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(2) democrat"
"2095","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2096","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2097","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2098","(1) NH white","(3) NH Amer Indian","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"2099","(1) NH white","(1) NH white","Bachelors","Bachelors","(1) republican","(1) republican"
"2100","(1) NH white","(3) NH Amer Indian","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2101","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(1) republican"
"2102","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"2103","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2104","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2105","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"2106","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2107","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2108","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"2109","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2110","(6) Hispanic","(2) NH black","Less than Bachelors","Advanced degree","(3) democrat","(2) democrat"
"2111","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(2) democrat"
"2112","(1) NH white","(3) NH Amer Indian","Less than Bachelors","Less than Bachelors","(2) other","(5) no preference"
"2113","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2114","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2115","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
